,2016-6-8,2016-10-20,2017-5-11,2017-9-5,2018-9-13,2019-4-13,2019-10-15,2020-3-19,2021-3-14
2230,46.255,46.981,45.296,46.21603448,45.5822069,45.5822069,46.22117647,45.46,45.46
2240,46.245,46.963,45.06841379,46.23327586,45.56151724,45.56151724,46.23294118,45.4790625,45.4790625
2250,46.235,46.945,44.84082759,46.795,45.54082759,45.54082759,46.23142857,45.5275,45.5275
2260,46.225,46.957,44.6295,47.535,45.52013793,45.52013793,46.21,45.5759375,45.5759375
2270,46.215,46.969,44.5645,47.4825,45.52,45.52,46.18857143,45.624375,45.624375
2280,46.205,46.981,44.4995,47.43,45.525,45.525,46.16714286,45.6728125,45.6728125
2290,46.195,46.993,44.4345,47.3775,45.53,45.53,46.14571429,45.72125,45.72125
2300,46.185,47.005,44.3695,47.325,45.535,45.535,46.12428571,45.74416667,45.74416667
2310,46.154,47.005,44.3045,47.1923913,45.54,45.54,46.10285714,45.665,45.665
2320,46.123,47.005,44.33744444,47.05978261,45.545,45.545,46.08142857,45.58583333,45.58583333
2330,46.092,47.005,45.25188889,46.92717391,45.55295652,45.55295652,46.06,45.55782609,45.55782609
2340,46.061,47.005,46.16633333,46.79456522,45.56165217,45.56165217,47.5928,45.5426087,45.5426087
2350,46.03,47.005,47.0925,47.0925,45.57034783,45.57034783,47.4088,45.5273913,45.5273913
2360,45.999,46.993,48.03625,48.03625,45.57904348,45.57904348,45.68842105,45.51217391,45.51217391
2370,45.968,46.981,48.305,48.305,45.76872727,46.531,45.63052632,46.284,46.284
2380,45.937,46.969,47.57833333,47.57833333,46.68236364,48.15266667,45.57263158,48.10666667,48.10666667
2390,45.906,46.957,46.90192308,46.90192308,47.596,47.786,45.51473684,47.49,47.49
2400,45.875,46.945,46.825,46.825,47.04863158,47.0685,46.18065934,46.835,46.835
2410,45.81184211,46.8424359,46.778,46.778,46.55014414,46.194,46.18285714,46.18,46.18
2420,45.74868421,46.73987179,46.731,46.731,46.49158559,46.174,46.18505495,46.20830189,46.20830189
2430,45.68552632,46.63730769,46.684,46.684,46.43302703,46.154,46.18725275,46.23660377,46.23660377
2440,46.53,46.84166667,46.637,46.637,46.37446847,46.134,46.18945055,46.26490566,46.26490566
2450,46.39,46.5559434,46.59,46.59,46.31590991,46.114,46.19164835,46.29320755,46.29320755
2460,45.73755319,46.42575472,46.543,46.543,46.25735135,46.094,46.19384615,46.32150943,46.32150943
2470,45.72691489,46.29556604,46.496,46.496,46.19879279,46.03392453,46.19604396,46.2676087,46.2676087
2480,45.7162766,46.16537736,46.449,46.449,46.14023423,45.94713208,46.19824176,46.17847826,46.17847826
2490,45.7056383,46.03518868,46.402,46.402,46.08167568,45.86033962,46.19425532,46.08934783,46.08934783
2500,45.695,45.905,46.355,46.355,46.02311712,45.77354717,46.16553191,46.00021739,46.00021739
2510,45.689,45.898,46.364,46.364,45.96455856,45.68675472,46.13680851,45.88333333,45.88333333
2520,45.683,45.891,46.373,46.373,45.906,45.6475625,46.10808511,45.592,45.592
2530,45.677,45.884,46.382,46.382,45.884,45.7194375,46.0793617,45.602,45.602
2540,45.671,45.877,46.391,46.391,45.862,45.7913125,46.0506383,45.612,45.612
2550,45.665,45.87,46.4,46.4,45.84,45.8631875,46.02191489,45.622,45.622
2560,45.659,45.863,46.409,46.409,45.818,45.9350625,45.99319149,45.632,45.632
2570,45.653,45.856,46.418,46.418,45.796,46.0069375,45.96446809,45.642,45.642
2580,45.647,45.849,46.427,46.427,45.82473563,46.0788125,45.93574468,46.0915942,46.0915942
2590,45.641,45.842,46.436,46.436,45.85347126,46.07415789,45.92288889,46.10753623,46.10753623
2600,45.635,45.835,46.445,46.445,45.8822069,46.061,45.914,46.12347826,46.12347826
2610,45.615,45.813,46.34115385,46.34115385,45.91094253,46.04784211,45.90511111,46.13942029,46.13942029
2620,45.595,45.791,46.23730769,46.23730769,45.93967816,46.03468421,45.89622222,46.15536232,46.15536232
2630,45.575,45.769,46.13346154,46.13346154,45.96841379,46.02152632,45.88733333,46.17130435,46.17130435
2640,45.555,45.747,46.02961538,46.02961538,45.99714943,46.00836842,45.87844444,46.18724638,46.18724638
2650,45.535,45.725,45.92576923,45.92576923,46.02588506,45.99521053,45.86955556,46.14444444,46.14444444
2660,45.515,45.703,45.96,45.96,46.01994737,45.98478378,45.86066667,45.93309091,45.93309091
2670,45.495,45.681,46.02875,46.02875,45.93310526,45.98072973,45.85177778,45.87672727,45.87672727
2680,45.475,45.659,46.0975,46.0975,45.84626316,45.97667568,45.82234568,45.82036364,45.82036364
2690,45.455,45.637,46.16625,46.16625,45.75942105,45.97262162,45.78777778,45.764,45.764
2700,45.435,45.615,46.235,46.235,45.73266667,45.96856757,45.75320988,45.70763636,45.70763636
2710,45.437,45.611,46.209,46.209,45.766,45.96451351,45.71864198,45.65127273,45.65127273
2720,45.439,45.607,46.183,46.183,45.79933333,45.96045946,45.68407407,45.59490909,45.59490909
2730,45.441,45.603,46.157,46.157,45.83266667,45.95640541,45.64950617,45.53854545,45.53854545
2740,45.443,45.599,46.131,46.131,45.866,45.96984615,45.61493827,45.48218182,45.48218182
2750,45.445,45.595,46.105,46.105,45.89933333,45.98523077,45.58037037,45.42581818,45.42581818
2760,45.447,45.591,46.079,46.079,45.93266667,46.00061538,45.55465753,45.36945455,45.36945455
2770,45.449,45.587,46.053,46.053,45.966,46.016,45.53273973,45.397,45.397
2780,45.451,45.583,46.027,46.027,45.93,46.03138462,45.51082192,45.62033333,45.62033333
2790,45.453,45.579,46.001,46.001,45.894,46.04676923,45.48890411,45.84366667,45.84366667
2800,45.455,45.575,45.975,45.975,45.858,46.03847191,45.4669863,45.99693878,45.99693878
2810,45.553,45.589,45.92,45.92,45.822,45.99465169,45.44506849,45.98673469,45.98673469
2820,45.651,45.603,45.865,45.865,45.786,45.95083146,45.42315068,45.97653061,45.97653061
2830,45.749,45.617,45.81,45.81,45.75,45.90701124,45.40793103,45.96632653,45.96632653
2840,45.847,45.631,45.755,45.755,45.714,45.86319101,45.40275862,45.95612245,45.95612245
2850,45.945,45.645,45.7,45.7,45.678,45.81937079,45.39758621,45.92606838,45.92606838
2860,45.833,45.623,45.645,45.645,45.642,45.77555056,45.39241379,45.86623932,45.86623932
2870,45.721,45.601,45.59,45.59,45.606,45.73173034,45.38724138,45.80641026,45.80641026
2880,45.609,45.579,45.535,45.535,45.608,45.68791011,45.38206897,45.7465812,45.7465812
2890,45.497,45.557,45.48,45.48,45.61,45.66161404,45.37428571,45.68675214,45.68675214
2900,45.385,45.535,45.425,45.425,45.612,45.65284211,45.3647619,45.62692308,45.62692308
2910,45.37,45.532,45.464,45.464,45.614,45.64407018,45.3552381,45.56709402,45.56709402
2920,45.355,45.529,45.503,45.503,45.616,45.63529825,45.34571429,45.50726496,45.50726496
2930,45.34,45.526,45.542,45.542,45.618,45.62652632,45.348,45.4474359,45.4474359
2940,45.325,45.523,45.581,45.581,45.62,45.61775439,45.39076923,45.38760684,45.38760684
2950,45.31,45.52,45.62,45.62,45.622,45.62192593,45.45272727,45.32777778,45.32777778
2960,45.295,45.517,45.659,45.659,45.624,45.62933333,45.38,45.26794872,45.26794872
2970,45.28,45.514,45.698,45.698,45.626,45.63674074,45.11870968,45.32,45.32
2980,45.265,45.511,45.737,45.737,45.56866667,45.64414815,44.85741935,45.42,45.42
2990,45.25,45.508,45.776,45.776,45.51133333,45.65155556,44.59612903,45.52,45.52
3000,45.235,45.505,45.815,45.815,45.454,45.64215385,43.89,45.57757576,45.57757576
3010,45.24333333,45.461,45.787,45.787,45.39666667,45.60753846,45.32895522,45.57151515,45.57151515
3020,45.25166667,45.417,45.759,45.759,45.33933333,45.57292308,45.2438806,45.56545455,45.56545455
3030,45.26,45.373,45.731,45.731,45.282,45.53830769,45.15880597,45.55939394,45.55939394
3040,45.26833333,45.329,45.703,45.703,45.22466667,45.50369231,45.07373134,45.55333333,45.55333333
3050,45.27666667,45.285,45.675,45.675,45.20266667,45.46907692,44.98865672,45.54727273,45.54727273
3060,45.285,45.241,45.647,45.647,45.216,45.43446154,44.90358209,45.54121212,45.54121212
3070,45.29333333,45.197,45.619,45.619,45.22933333,45.39984615,44.81850746,45.52836364,45.52836364
3080,45.30166667,45.153,45.591,45.591,45.24266667,45.37078873,44.84539326,45.51381818,45.51381818
3090,45.31,45.109,45.563,45.563,45.256,45.34543662,44.8847191,45.49927273,45.49927273
3100,44.835,45.065,45.535,45.535,45.26933333,45.32008451,44.92404494,45.48472727,45.48472727
3110,44.76642857,45.088,45.537,45.537,45.28266667,45.29473239,44.96337079,45.47018182,45.47018182
3120,44.69785714,45.111,45.539,45.539,45.296,45.26938028,45.00269663,44.89785714,44.85857143
3130,44.62928571,45.134,45.541,45.541,45.30933333,45.24402817,45.04202247,44.93714286,44.70142857
3140,44.56071429,45.157,45.543,45.543,45.32266667,45.21867606,45.08134831,44.97642857,44.54428571
3150,44.49214286,45.18,45.545,45.545,45.336,45.2034359,45.12067416,45.00676923,44.49061538
3160,44.42357143,45.203,45.547,45.547,45.33155556,45.19830769,45.16,45.02369231,44.59215385
3170,44.355,45.226,45.549,45.549,45.32711111,45.19317949,45.165,45.04061538,44.69369231
3180,45.325,45.249,45.551,45.551,45.32266667,45.18805128,45.17,45.05753846,44.79523077
3190,45.225,45.272,45.553,45.553,45.31822222,45.18292308,45.175,45.07446154,44.89676923
3200,45.125,45.295,45.555,45.555,45.32504762,45.17779487,45.18,45.09138462,44.99830769
3210,45.102,45.283,45.535,45.535,45.34314286,45.17266667,45.185,45.10830769,45.09984615
3220,45.079,45.271,45.515,45.515,45.3612381,45.16753846,45.19,45.12372881,45.12372881
3230,45.056,45.259,45.495,45.495,45.37933333,45.25544444,45.195,45.13898305,45.13898305
3240,45.033,45.247,45.475,45.475,45.39742857,45.38322222,45.2,45.15423729,45.15423729
3250,45.01,45.235,45.455,45.455,45.41552381,45.511,45.18352941,45.16949153,45.16949153
3260,44.987,45.223,45.435,45.435,45.43361905,45.63877778,45.16705882,45.18474576,45.18474576
3270,44.964,45.211,45.415,45.415,45.45171429,45.76655556,45.15058824,45.2,45.2
3280,44.941,45.199,45.395,45.395,45.46980952,45.89433333,45.13411765,44.60692308,44.60692308
3290,44.918,45.187,45.375,45.375,45.48790476,46.02211111,45.11764706,44.75307692,44.75307692
3300,44.895,45.175,45.355,45.355,45.506,46.03933333,45.10117647,44.85555556,44.85555556
3310,44.912,45.181,45.349,45.349,45.49859259,45.946,45.08470588,44.78333333,44.78333333
3320,44.929,45.187,45.343,45.343,45.49118519,45.85266667,45.06823529,44.71111111,44.71111111
3330,44.946,45.193,45.337,45.337,45.48377778,45.75933333,45.0567033,44.63888889,44.63888889
3340,44.963,45.199,45.331,45.331,45.47637037,45.666,45.05010989,44.56666667,44.56666667
3350,44.98,45.205,45.325,45.325,45.46896296,45.57266667,45.04351648,44.49444444,44.49444444
3360,44.997,45.211,45.319,45.319,45.46155556,45.47933333,45.03692308,45.47620253,45.47620253
3370,45.014,45.217,45.313,45.313,45.45414815,45.386,45.03032967,45.46987342,45.46987342
3380,45.031,45.223,45.307,45.307,45.44674074,45.38486364,45.02373626,45.4635443,45.4635443
3390,45.048,45.229,45.301,45.301,45.46377778,45.38372727,45.01714286,45.45721519,45.45721519
3400,45.065,45.235,45.295,45.295,45.48353086,45.38259091,45.01054945,45.45088608,45.45088608
3410,45.067,45.235,45.3,45.3,45.50328395,45.38145455,45.00395604,45.44455696,45.44455696
3420,45.069,45.235,45.305,45.305,45.52303704,45.38031818,44.99955556,45.43822785,45.43822785
3430,45.071,45.235,45.31,45.31,45.54279012,45.37918182,44.99844444,45.43189873,45.43189873
3440,45.073,45.235,45.315,45.315,45.56254321,45.37804545,44.99733333,45.43252252,45.43252252
3450,45.075,45.235,45.32,45.32,45.5822963,45.37690909,44.99622222,45.43612613,45.43612613
3460,45.077,45.235,45.325,45.325,45.60204938,45.3820274,44.99511111,45.43972973,45.43972973
3470,45.079,45.235,45.33,45.33,45.6028,45.41216438,44.994,45.44333333,45.44333333
3480,45.081,45.235,45.335,45.335,45.5988,45.44230137,44.99288889,45.44693694,45.44693694
3490,45.083,45.235,45.34,45.34,45.5948,45.47243836,44.99177778,45.45054054,45.45054054
3500,45.085,45.235,45.345,45.345,45.5908,45.50257534,44.99066667,45.45414414,45.45414414
3510,45.12785714,45.254,45.357,45.357,45.5868,45.53271233,45.001,45.45774775,45.45774775
3520,45.17071429,45.273,45.369,45.369,45.5828,45.56284932,45.0285,45.46135135,45.46135135
3530,45.21357143,45.292,45.381,45.381,45.5788,45.5929863,45.056,45.46495495,45.46495495
3540,45.25642857,45.311,45.393,45.393,45.5748,45.60452632,45.0835,45.46855856,45.46855856
3550,45.29928571,45.33,45.405,45.405,45.5708,45.614,46.6775,45.48829268,45.48829268
3560,45.34214286,45.349,45.417,45.417,45.5668,45.62347368,45.005,45.51878049,45.51878049
3570,45.385,45.368,45.429,45.429,45.5812381,45.63294737,44.94666667,45.54926829,45.54926829
3580,45.42785714,45.387,45.441,45.441,45.60028571,45.64242105,44.91333333,45.5797561,45.5797561
3590,45.47071429,45.406,45.453,45.453,45.61933333,45.65189474,44.88,45.6102439,45.6102439
3600,45.155,45.425,45.465,45.465,45.63838095,45.66136842,44.84666667,45.64073171,45.64073171
3610,45.148,45.411,45.449,45.449,45.65742857,45.67084211,44.81333333,45.67121951,45.67121951
3620,45.141,45.397,45.433,45.433,45.67647619,45.68031579,44.78,45.70170732,45.70170732
3630,45.134,45.383,45.417,45.417,45.69552381,45.68085714,44.74666667,46.04,46.04
3640,45.127,45.369,45.401,45.401,45.71457143,45.668,44.71333333,45.97513761,45.97513761
3650,45.12,45.355,45.385,45.385,45.73361905,45.65514286,44.68415842,45.92651376,45.92651376
3660,45.113,45.341,45.369,45.369,45.75266667,45.64228571,44.65544554,45.87788991,45.87788991
3670,45.106,45.327,45.353,45.353,45.75057143,45.62942857,44.62673267,45.82926606,45.82926606
3680,45.099,45.313,45.337,45.337,45.69914286,45.61657143,44.5980198,45.7806422,45.7806422
3690,45.092,45.299,45.321,45.321,45.64771429,45.60371429,44.56930693,45.73201835,45.73201835
3700,45.085,45.285,45.305,45.305,45.59628571,45.58753846,44.54059406,45.6833945,45.6833945
3710,45.093,45.289,45.312,45.312,45.694,45.56638462,44.51188119,45.63477064,45.63477064
3720,45.101,45.293,45.319,45.319,45.829,45.54523077,44.48316832,45.58614679,45.58614679
3730,45.109,45.297,45.326,45.326,45.964,45.52407692,44.45445545,45.53752294,45.53752294
3740,45.117,45.301,45.333,45.333,46.099,45.50292308,44.42574257,45.48889908,45.48889908
3750,45.125,45.305,45.34,45.34,46.234,46.49933333,44.42682927,46.195,46.195
3760,45.133,45.309,45.347,45.347,46.369,45.784,44.43536585,46.83666667,46.83666667
3770,45.141,45.313,45.354,45.354,46.35314286,45.66534426,44.44390244,46.19666667,46.19666667
3780,45.149,45.317,45.361,45.361,46.29957143,45.65878689,44.45243902,45.659,45.659
3790,45.157,45.321,45.368,45.368,46.246,45.65222951,44.46097561,45.63456897,45.63456897
3800,45.165,45.325,45.375,45.375,46.19242857,45.64567213,44.4695122,45.62853448,45.62853448
3810,45.167,45.339,45.385,45.385,46.13885714,45.63911475,44.47804878,45.6225,45.6225
3820,45.169,45.353,45.395,45.395,46.08528571,45.63255738,44.48658537,45.61646552,45.61646552
3830,45.171,45.367,45.405,45.405,46.03171429,45.626,44.4975,45.61043103,45.61043103
3840,45.173,45.381,45.415,45.415,45.97814286,45.61539394,44.51,45.60439655,45.60439655
3850,45.175,45.395,45.425,45.425,45.92457143,45.60478788,44.5225,45.59836207,45.59836207
3860,45.177,45.409,45.435,45.435,45.871,45.59418182,44.535,45.59232759,45.59232759
3870,45.179,45.423,45.445,45.445,45.81742857,45.58357576,44.5475,45.5862931,45.5862931
3880,45.181,45.437,45.455,45.455,45.76385714,45.5729697,44.56,45.58025862,45.58025862
3890,45.183,45.451,45.465,45.465,45.71028571,45.56236364,44.5725,45.57422414,45.57422414
3900,45.185,45.465,45.475,45.475,45.65671429,45.55150562,44.585,45.55973684,45.55973684
3910,45.208,45.477,45.489,45.489,45.61625641,45.54026966,44.584,45.52552632,45.52552632
3920,45.231,45.489,45.503,45.503,45.57907692,45.52903371,44.574,45.49131579,45.49131579
3930,45.254,45.501,45.517,45.517,45.54189744,45.51779775,44.564,45.45710526,45.45710526
3940,45.277,45.513,45.531,45.531,45.50471795,45.5065618,44.554,45.41589286,45.41589286
3950,45.3,45.525,45.545,45.545,45.46753846,45.49532584,44.544,45.36767857,45.36767857
3960,45.323,45.537,45.559,45.559,45.43035897,45.48408989,44.534,45.31946429,45.31946429
3970,45.346,45.549,45.573,45.573,45.39317949,45.47285393,44.524,45.27125,45.27125
3980,45.369,45.561,45.587,45.587,45.356,45.46161798,44.514,45.22303571,45.22303571
3990,45.392,45.573,45.601,45.601,45.31882051,45.4179403,44.504,45.17482143,45.17482143
4000,45.415,45.585,45.615,45.615,45.28164103,45.3418209,44.53428571,45.0905,45.0905
4010,45.421,45.588,45.617,45.617,45.24446154,45.26570149,44.59142857,45.00216667,45.00216667
4020,45.427,45.591,45.619,45.619,45.20728205,45.18958209,44.64857143,44.91383333,44.91383333
4030,45.433,45.594,45.621,45.621,45.17010256,45.11346269,44.70571429,44.8255,44.8255
4040,45.439,45.597,45.623,45.623,45.13292308,45.03734328,44.76285714,44.73716667,44.73716667
4050,45.445,45.6,45.625,45.625,45.09574359,44.96122388,44.82,44.64883333,44.64883333
4060,45.451,45.603,45.627,45.627,45.06973134,44.98781818,44.87714286,45.24809524,45.24809524
4070,45.457,45.606,45.629,45.629,45.08838806,45.04009091,44.93428571,45.22428571,45.22428571
4080,45.463,45.609,45.631,45.631,45.10704478,45.09236364,44.99142857,45.20047619,45.20047619
4090,45.469,45.612,45.633,45.633,45.12570149,45.14463636,45.00484848,45.17666667,45.17666667
4100,45.475,45.615,45.635,45.635,45.14435821,45.18165657,44.97454545,45.16454545,45.16454545
4110,45.466,45.6,45.6607732,45.6607732,45.16301493,45.19579798,44.94424242,45.17969697,45.17969697
4120,45.457,45.585,45.68654639,45.68654639,45.18167164,45.20993939,45.48,45.19484848,45.19484848
4130,45.448,45.57,45.71231959,45.71231959,45.20032836,45.22408081,45.45926829,45.21,45.21
4140,45.439,45.555,45.73809278,45.73809278,45.21898507,45.23822222,45.43853659,45.22515152,45.22515152
4150,45.43,45.54,45.76386598,45.76386598,45.23764179,45.25236364,45.41780488,45.24030303,45.24030303
4160,45.421,45.525,45.78963918,45.78963918,45.25629851,45.26650505,45.39707317,45.25545455,45.25545455
4170,45.412,45.51,45.81541237,45.81541237,45.27495522,45.28064646,45.37634146,45.27060606,45.27060606
4180,45.403,45.495,45.84118557,45.84118557,45.29361194,45.29478788,45.35560976,45.28575758,45.28575758
4190,45.394,45.48,45.86695876,45.86695876,45.31226866,45.30892929,45.33487805,45.30090909,45.30090909
4200,45.385,45.465,44.235,44.235,45.2416,44.79175758,45.31414634,44.38757576,44.38757576
4210,45.24382353,45.44277778,45.451,45.451,45.1486,44.74428283,44.75,44.37545455,44.37545455
4220,45.47875,45.693,45.571,45.571,45.0556,44.69680808,46.03,44.36333333,44.36333333
4230,44.7475,45.15269231,44.847,44.847,44.9626,44.64933333,44.52375,44.35121212,44.35121212
4240,45.83,45.47166667,45.55,45.55,44.8696,44.60185859,43.88,44.33909091,44.33909091
4250,45.425,45.69318182,44.935,44.935,44.7766,44.55438384,43.87493671,44.3269697,44.3269697
4260,45.429,45.68954545,45.057,45.057,44.6836,44.50690909,43.86987342,44.31484848,44.31484848
4270,45.433,45.68590909,45.179,45.179,44.5906,44.45943434,43.86481013,44.30272727,44.30272727
4280,45.437,45.68227273,45.301,45.301,44.4976,44.4119596,43.85974684,44.29060606,44.29060606
4290,45.441,45.67863636,45.423,45.423,44.4046,44.36448485,43.85468354,44.27848485,44.27848485
4300,45.445,45.675,45.545,45.545,44.3444,44.32196491,43.84962025,44.26266667,44.26266667
4310,45.417,45.638,45.527,45.527,44.2924,44.28687719,43.84455696,44.23822222,44.23822222
4320,45.389,45.601,45.509,45.509,44.2404,44.25178947,43.83272727,44.21377778,44.21377778
4330,45.361,45.564,45.491,45.491,44.1884,44.21670175,43.76,44.18933333,44.18933333
4340,45.333,45.527,45.473,45.473,44.1364,44.18161404,43.68727273,44.16488889,44.16488889
4350,45.305,45.49,45.455,45.455,44.0844,44.14652632,45.22218182,44.12923077,44.12923077
4360,45.277,45.453,45.437,45.437,44.0324,44.1114386,45.19672727,44.09076923,44.09076923
4370,45.249,45.416,45.419,45.419,43.9804,44.07635088,45.17127273,44.05230769,44.05230769
4380,45.221,45.379,45.401,45.401,43.9284,44.04126316,45.14581818,44.01384615,44.01384615
4390,45.193,45.342,45.383,45.383,43.8764,44.00617544,45.12036364,43.97538462,43.97538462
4400,45.165,45.305,45.365,45.365,43.8604,43.97108772,45.10105263,43.93692308,43.93692308
4410,45.139,45.286,45.344,45.344,43.8534,43.936,45.10631579,43.89846154,43.89846154
4420,45.113,45.267,45.323,45.323,43.8464,43.91623256,45.11157895,43.86,43.86
4430,45.087,45.248,45.302,45.302,43.8394,43.89646512,45.11684211,43.82153846,43.82153846
4440,45.061,45.229,45.281,45.281,43.8324,43.87669767,45.12210526,43.78307692,43.78307692
4450,45.035,45.21,45.26,45.26,43.8254,43.85693023,45.12736842,43.74461538,43.74461538
4460,45.009,45.191,45.239,45.239,43.8184,43.83716279,45.13263158,43.70615385,43.70615385
4470,44.983,45.172,45.218,45.218,43.8114,43.81739535,45.13789474,43.66769231,43.66769231
4480,44.957,45.153,45.197,45.197,43.8044,43.79762791,45.14315789,43.62923077,43.62923077
4490,44.931,45.134,45.176,45.176,43.7974,43.77786047,45.14842105,43.59076923,43.59076923
4500,44.905,45.115,45.155,45.155,43.7904,43.75809302,45.15368421,43.55230769,43.55230769
,,,,,,,,,
